TN013444
000016200102152944105
000016200102153943785
000016200102154557315
000016200102153235424
000016200102154049748
000016200102154527756
000016200102154355485
000016200102154450366
000016200102154040431
000016200102153455784
000016200102154948427
000016200102153930512
000016200102153513685
000016200102154748162
000016200102154924487
000016200102155123278
000016200102155214656
000016200102155220612
000016200102155121584
000016200102155251425
000016200102155310262
000016200102151308888
000016200102155429465
000016200102135431078
000016200102155435413
000016200102154851068
000016200102155219227
000016200102154109111
000016200102155421636
000016200102153912781
000016200102155517028
000016200102155126534
000016200102155134070
000016200102155546157
000016200102155556038
000016200102155619124
000016200102155534153
000016200102155831012
000016200102155613543
000016200102155426458
000016200102155539248
000016200102155930338
000016200102155754431
000016200102155942707
000016200102155634208
000016200102155958464
000016200102130944113
000016200102160045837
000016200102131140070
000016200102081808257
000016200102155904460
000016200102155912626
000016200102133109420
000016200102160218526
000016200102160106728
000016200102160208086
000016200102133642581
000016200102160342348
000016200102150629878
000016200102153523288
000016200102160447470
000016200102145057055
000016200102151458680
000016200102145604787
000016200102160756615
000016200102160502575
000016200102155927861
000016200102160010285
000016200102154217814
000016200102160432633
000016200102154453853
000016200102151117458
000016200102160943874
000016200102151409667
000016200102152508246
000016200102152806433
000016200102161913856
000016200102153910846
000016200102161748318
000016200102161945836
000016200102161832555
000016200102160159521
000016200102160448423
000016200102144240320
000016200102160728438
000016200102161049715
000016200102161523614
000016200102162330581
000016200102162544541
000016200102162145618
000016200102162615123
000016200102162904470
000016200102155435735
000016200102163134244
000016200102161855875
000016200102162615333
000016200102161804466
000016200102163001131
000016200102163208766
000016200102162352325
000016200102162325608
000016200102161938354
000016200102161744566
000016200102162632110
000016200102163119108
000016200102163347286
000016200102161713781
000016200102163253146
000016200102163636505
000016200102163824224
000016200102162102636
000016200102163630646
000016200102162631333
000016200102162138688
000016200102163029104
000016200102164015871
000016200102164435074
000016200102164513806
000016200102163406277
000016200102163730340
000016200102161024003
000016200102164606167
000016200102164030428
000016200102164509363
000016200102164217855
000016200102164742803
000016200102163558518
000016200102163303044
000016200102164013538
000016200102164546003
000016200102164452870
000016200102163947876
000016200102153709164
000016200102155001384
000016200102154102230
000016200102160403354
000016200102165243868
000016200102161011761
000016200102165030013
000016200102165108203
000016200102164951225
000016200102162036255
000016200102161333614
000016200102162153418
000016200102163150430
000016200102163816435
000016200102163650556
000016200102164420087
000016200102165040180
000016200102165551540
000016200102164438388
000016200102170255870
000016200102164618220
000016200102164912318
000016200102170624412
000016200102170815118
000016200102171004613
000016200102155545868
000016200102154524260
000016200102163457637
000016200102164146284
000016200102092022665
000016200102163832741
000016200102170551248
000016200102171012455
000016200102171900444
000016200102171155474
000016200102154022425
000016200102171438877
000016200102171713327
000016200102171853214
000016200102172110713
000016200102171503320
000016200102171713452
000016200102172010614
000016200102170011851
000016200102165633674
000016200102170005481
000016200102165545260
000016200102165446515
000016200102172236372
000016200102165259133
000016200102155738358
000016200102172616012
000016200102152106574
000016200102154625177
000016200102153432211
000016200102172825123
000016200102153234345
000016200102153133474
000016200102152541233
000016200102151443312
000016200102160705627
000016200102160346651
000016200102173220044
000016200102173643366
000016200102173834721
000016200102174035445
000016200102174151805
000016200102174317011
000016200102173341726
000016200102174436362
000016200102174559758
000016200102174807042
000016200102174734631
000016200102174909166
000016200102175056748
000016200102175221171
000016200102175349566
000016200102175457002
000016200102175628486
000016200102174543605
000016200102175808855
000016200102173945461
000016200102173549767
000016200102151017368
000016200102135935457
000016200102125032121
000016200102125015084
000016200102102530501
000016200102103534880
000016200102180639730
000016200102170601775
000016200102181135081
000016200102181425173
